peptide_id	gene_id	transcript_id	genome	chromosome	start_pos	end_pos	strand	description	length	is_singleton
KRH07499	GLYMA_16G093500	KRH07499	Glycine_max_v2.0	16.0	15096430.0	15096606.0	-1.0	hypothetical protein	58	True
KRH75485	GLYMA_01G087600	KRH75485	Glycine_max_v2.0	1.0	26539050.0	26542877.0	-1.0	hypothetical protein	89	True
KRH00153	GLYMA_18G196400	KRH00153	Glycine_max_v2.0	18.0	47133514.0	47133826.0	1.0	hypothetical protein	82	True
KRH27674	GLYMA_11G008100	KRH27674	Glycine_max_v2.0	11.0	554992.0	557333.0	-1.0	hypothetical protein	389	True
KRH25021	GLYMA_12G076000	KRH25021	Glycine_max_v2.0	12.0	5828539.0	5829613.0	-1.0	hypothetical protein	74	True
KRH11367	GLYMA_15G102900	KRH11367	Glycine_max_v2.0	15.0	8046686.0	8046919.0	1.0	hypothetical protein	77	True
KRH14194	GLYMA_14G011400	KRH14194	Glycine_max_v2.0	14.0	863299.0	863760.0	1.0	hypothetical protein	79	True
KRH71035	GLYMA_02G125300	KRH71035	Glycine_max_v2.0	2.0	12512650.0	12512847.0	-1.0	hypothetical protein	65	True
KRH35457	GLYMA_10G244200	KRH35457	Glycine_max_v2.0	10.0	47247904.0	47250783.0	-1.0	hypothetical protein	396	True
KRH13924	GLYMA_15G273100	KRH13924	Glycine_max_v2.0	15.0	51057301.0	51057606.0	-1.0	hypothetical protein	87	True
KRH22540	GLYMA_13G307400	KRH22540	Glycine_max_v2.0	13.0	40318254.0	40319183.0	1.0	hypothetical protein	85	True
KRH38471	GLYMA_09G137900	KRH38471	Glycine_max_v2.0	9.0	34249985.0	34255184.0	1.0	hypothetical protein	61	True
KRH50567	GLYMA_07G228800	KRH50567	Glycine_max_v2.0	7.0	40850631.0	40853876.0	1.0	hypothetical protein	96	True
KRH05926	GLYMA_17G256800	KRH05926	Glycine_max_v2.0	17.0	41078804.0	41079010.0	1.0	hypothetical protein	68	True
KRH36302	GLYMA_10G295200	KRH36302	Glycine_max_v2.0	10.0	51245224.0	51246546.0	-1.0	hypothetical protein	325	True
KRH27838	GLYMA_11G017300	KRH27838	Glycine_max_v2.0	11.0	1208047.0	1208238.0	1.0	hypothetical protein	63	True
KRH25165	GLYMA_12G085200	KRH25165	Glycine_max_v2.0	12.0	6881623.0	6882449.0	1.0	hypothetical protein	75	True
KRH01531	GLYMA_18G282900	KRH01531	Glycine_max_v2.0	18.0	56387634.0	56388991.0	1.0	hypothetical protein	102	True
KRH17342	GLYMA_14G214400	KRH17342	Glycine_max_v2.0	14.0	47913234.0	47925454.0	1.0	hypothetical protein	655	True
KRH18144	GLYMA_13G0411001	KRH18144	Glycine_max_v2.0	13.0	13136995.0	13137306.0	1.0	hypothetical protein	23	True
KRH18143	GLYMA_13G0411002	KRH18143	Glycine_max_v2.0	13.0	13133244.0	13133470.0	1.0	hypothetical protein	37	True
KRH69262	GLYMA_02G015400	KRH69262	Glycine_max_v2.0	2.0	1360512.0	1361470.0	1.0	hypothetical protein	111	True
KRH62631	GLYMA_04G120900	KRH62631	Glycine_max_v2.0	4.0	15147249.0	15149564.0	1.0	hypothetical protein	43	True
KRH34829	GLYMA_10G208900	KRH34829	Glycine_max_v2.0	10.0	44092600.0	44092704.0	-1.0	hypothetical protein	34	True
KRH75957	GLYMA_01G120300	KRH75957	Glycine_max_v2.0	1.0	41331035.0	41332067.0	1.0	hypothetical protein	177	True
KRH16290	GLYMA_14G146300	KRH16290	Glycine_max_v2.0	14.0	31017984.0	31019256.0	1.0	hypothetical protein	81	True
KRH36900	GLYMA_09G030700	KRH36900	Glycine_max_v2.0	9.0	2527126.0	2527804.0	1.0	hypothetical protein	67	True
KRH43134	GLYMA_08G132900	KRH43134	Glycine_max_v2.0	8.0	10184388.0	10185097.0	-1.0	hypothetical protein	71	True
KRH01446	GLYMA_18G277400	KRH01446	Glycine_max_v2.0	18.0	55922710.0	55923495.0	1.0	hypothetical protein	116	True
KRH63375	GLYMA_04G172000	KRH63375	Glycine_max_v2.0	4.0	42900458.0	42901186.0	1.0	hypothetical protein	89	True
KRG88515	GLYMA_U022700	KRG88515						hypothetical protein	46	True
KRG97960	GLYMA_18G041800	KRG97960	Glycine_max_v2.0	18.0	3539646.0	3539692.0	-1.0	hypothetical protein	15	True
KRH43135	GLYMA_08G133000	KRH43135	Glycine_max_v2.0	8.0	10186196.0	10186901.0	1.0	hypothetical protein	51	True
KRH03177	GLYMA_17G081500	KRH03177	Glycine_max_v2.0	17.0	6332902.0	6333619.0	1.0	hypothetical protein	139	True
KRG91729	GLYMA_20G171500	KRG91729	Glycine_max_v2.0	20.0	40920187.0	40921203.0	1.0	hypothetical protein	78	True
KRH48840	GLYMA_07G116100	KRH48840	Glycine_max_v2.0	7.0	12648424.0	12648588.0	1.0	hypothetical protein	54	True
KRH44425	GLYMA_08G210300	KRH44425	Glycine_max_v2.0	8.0	17010705.0	17011630.0	-1.0	hypothetical protein	67	True
KRG96024	GLYMA_19G184400	KRG96024	Glycine_max_v2.0	19.0	44296495.0	44297245.0	1.0	hypothetical protein	78	True
KRH52779	GLYMA_06G087600	KRH52779	Glycine_max_v2.0	6.0	6773988.0	6774497.0	1.0	hypothetical protein	125	True
KRH61634	GLYMA_04G059400	KRH61634	Glycine_max_v2.0	4.0	4859612.0	4860103.0	-1.0	hypothetical protein	163	True
KRG88724	GLYMA_U031900	KRG88724						hypothetical protein	71	True
KRH08318	GLYMA_16G141900	KRH08318	Glycine_max_v2.0	16.0	30023785.0	30023976.0	1.0	hypothetical protein	63	True
KRH69534	GLYMA_02G033800	KRH69534	Glycine_max_v2.0	2.0	3133212.0	3133373.0	-1.0	hypothetical protein	53	True
KRH19883	GLYMA_13G141300	KRH19883	Glycine_max_v2.0	13.0	25394471.0	25394719.0	1.0	hypothetical protein	82	True
KRH03313	GLYMA_17G090700	KRH03313	Glycine_max_v2.0	17.0	7068616.0	7069475.0	1.0	hypothetical protein	60	True
KRG98806	GLYMA_18G099400	KRG98806	Glycine_max_v2.0	18.0	10449353.0	10449614.0	1.0	hypothetical protein	70	True
KRH20270	GLYMA_13G1672002	KRH20270	Glycine_max_v2.0	13.0	28184674.0	28185004.0	-1.0	hypothetical protein	25	True
KRH28312	GLYMA_11G044900	KRH28312	Glycine_max_v2.0	11.0	3313587.0	3315009.0	-1.0	hypothetical protein	39	True
KRH12891	GLYMA_15G202400	KRH12891	Glycine_max_v2.0	15.0	25544763.0	25547787.0	-1.0	hypothetical protein	58	True
KRH61846	GLYMA_04G071300	KRH61846	Glycine_max_v2.0	4.0	5935141.0	5935786.0	1.0	hypothetical protein	82	True
KRH10590	GLYMA_15G057000	KRH10590	Glycine_max_v2.0	15.0	4416747.0	4416857.0	1.0	hypothetical protein	36	True
KRH62975	GLYMA_04G145900	KRH62975	Glycine_max_v2.0	4.0	27097870.0	27098451.0	1.0	hypothetical protein	126	True
KRH40088	GLYMA_09G237400	KRH40088	Glycine_max_v2.0	9.0	45926612.0	45927020.0	1.0	hypothetical protein	71	True
KRH12973	GLYMA_15G208900	KRH12973	Glycine_max_v2.0	15.0	31069145.0	31075412.0	1.0	hypothetical protein	69	True
KRH61970	GLYMA_04G077800	KRH61970	Glycine_max_v2.0	4.0	6514981.0	6515324.0	1.0	hypothetical protein	74	True
KRH27012	GLYMA_12G208300	KRH27012	Glycine_max_v2.0	12.0	36770282.0	36772326.0	-1.0	hypothetical protein	79	True
KRH06500	GLYMA_16G026500	KRH06500	Glycine_max_v2.0	16.0	2571661.0	2573419.0	1.0	hypothetical protein	51	True
KRH43615	GLYMA_08G160600	KRH43615	Glycine_max_v2.0	8.0	12430795.0	12431166.0	1.0	hypothetical protein	123	True
KRH30369	GLYMA_11G179800	KRH30369	Glycine_max_v2.0	11.0	24542451.0	24542965.0	1.0	hypothetical protein	100	True
KRH11982	GLYMA_15G143500	KRH11982	Glycine_max_v2.0	15.0	11781515.0	11782413.0	1.0	hypothetical protein	93	True
KRH68913	GLYMA_03G257400	KRH68913	Glycine_max_v2.0	3.0	45192271.0	45192715.0	1.0	hypothetical protein	74	True
KRH16014	GLYMA_14G126600	KRH16014	Glycine_max_v2.0	14.0	20220665.0	20220949.0	-1.0	hypothetical protein	94	True
KRH12788	GLYMA_15G194500	KRH12788	Glycine_max_v2.0	15.0	21715250.0	21715441.0	-1.0	hypothetical protein	63	True
KRH56434	GLYMA_06G323300	KRH56434	Glycine_max_v2.0	6.0	51118953.0	51119962.0	1.0	hypothetical protein	63	True
KRG99345	GLYMA_18G138600	KRG99345	Glycine_max_v2.0	18.0	20601275.0	20602022.0	1.0	hypothetical protein	93	True
KRH39544	GLYMA_09G204800	KRH39544	Glycine_max_v2.0	9.0	42889118.0	42890053.0	-1.0	hypothetical protein	311	True
KRG99388	GLYMA_18G141300	KRG99388	Glycine_max_v2.0	18.0	21903989.0	21904174.0	-1.0	hypothetical protein	61	True
KRH28735	GLYMA_11G072600	KRH28735	Glycine_max_v2.0	11.0	5422386.0	5423067.0	1.0	hypothetical protein	84	True
KRH62426	GLYMA_04G107800	KRH62426	Glycine_max_v2.0	4.0	11415816.0	11417043.0	1.0	hypothetical protein	74	True
KRH59291	GLYMA_05G175700	KRH59291	Glycine_max_v2.0	5.0	36452598.0	36452774.0	1.0	hypothetical protein	58	True
KRG93842	GLYMA_19G045600	KRG93842	Glycine_max_v2.0	19.0	6770166.0	6777828.0	-1.0	hypothetical protein	278	True
KRH44917	GLYMA_08G239000	KRH44917	Glycine_max_v2.0	8.0	20402139.0	20403067.0	1.0	hypothetical protein	108	True
KRH49502	GLYMA_07G159500	KRH49502	Glycine_max_v2.0	7.0	20265517.0	20266403.0	-1.0	hypothetical protein	66	True
KRH28655	GLYMA_11G067100	KRH28655	Glycine_max_v2.0	11.0	5030822.0	5031812.0	1.0	hypothetical protein	168	True
KRH10098	GLYMA_15G028100	KRH10098	Glycine_max_v2.0	15.0	2253483.0	2255400.0	1.0	hypothetical protein	79	True
KRH10339	GLYMA_15G042800	KRH10339	Glycine_max_v2.0	15.0	3362082.0	3362912.0	1.0	hypothetical protein	67	True
KRH38601	GLYMA_09G145900	KRH38601	Glycine_max_v2.0	9.0	36220071.0	36220316.0	1.0	hypothetical protein	81	True
KRH75886	GLYMA_01G116400	KRH75886	Glycine_max_v2.0	1.0	40147158.0	40148717.0	-1.0	hypothetical protein	98	True
KRH08773	GLYMA_16G173300	KRH08773	Glycine_max_v2.0	16.0	33383463.0	33384295.0	1.0	hypothetical protein	92	True
KRH34446	GLYMA_10G184100	KRH34446	Glycine_max_v2.0	10.0	41743343.0	41744340.0	-1.0	hypothetical protein	108	True
KRH58445	GLYMA_05G128400	KRH58445	Glycine_max_v2.0	5.0	32173782.0	32174702.0	1.0	hypothetical protein	92	True
KRH31011	GLYMA_11G221700	KRH31011	Glycine_max_v2.0	11.0	31691121.0	31692035.0	-1.0	hypothetical protein	64	True
KRG89006	GLYMA_U018800	KRG89006						hypothetical protein	151	True
KRH66184	GLYMA_03G088600	KRH66184	Glycine_max_v2.0	3.0	26314538.0	26315108.0	1.0	hypothetical protein	79	True
KRH17070	GLYMA_14G196100	KRH17070	Glycine_max_v2.0	14.0	46128854.0	46129699.0	-1.0	hypothetical protein	69	True
KRH30979	GLYMA_11G219100	KRH30979	Glycine_max_v2.0	11.0	31369515.0	31370114.0	1.0	hypothetical protein	66	True
KRH01659	GLYMA_18G290900	KRH01659	Glycine_max_v2.0	18.0	56973610.0	56974192.0	1.0	hypothetical protein	70	True
KRH72320	GLYMA_02G205100	KRH72320	Glycine_max_v2.0	2.0	39029669.0	39030440.0	1.0	hypothetical protein	111	True
KRH11527	GLYMA_15G114600	KRH11527	Glycine_max_v2.0	15.0	9022570.0	9023759.0	1.0	hypothetical protein	125	True
KRH02214	GLYMA_17G023700	KRH02214	Glycine_max_v2.0	17.0	1727681.0	1732261.0	1.0	hypothetical protein	114	True
KRH34595	GLYMA_10G193300	KRH34595	Glycine_max_v2.0	10.0	42554568.0	42554789.0	-1.0	hypothetical protein	73	True
KRH16414	GLYMA_14G154300	KRH16414	Glycine_max_v2.0	14.0	33570177.0	33579913.0	-1.0	hypothetical protein	51	True
KRG88954	GLYMA_U016000	KRG88954						hypothetical protein	34	True
KRH10432	GLYMA_15G046500	KRH10432	Glycine_max_v2.0	15.0	3704749.0	3707344.0	-1.0	hypothetical protein	121	True
KRG93287	GLYMA_19G007500	KRG93287	Glycine_max_v2.0	19.0	748333.0	749376.0	1.0	hypothetical protein	72	True
KRH76151	GLYMA_01G134800	KRH76151	Glycine_max_v2.0	1.0	45661550.0	45661867.0	1.0	hypothetical protein	105	True
KRH70325	GLYMA_02G083600	KRH70325	Glycine_max_v2.0	2.0	7274410.0	7274625.0	-1.0	hypothetical protein	71	True
KRH00944	GLYMA_18G243600	KRH00944	Glycine_max_v2.0	18.0	53164046.0	53164207.0	-1.0	hypothetical protein	53	True
KRH04290	GLYMA_17G152100	KRH04290	Glycine_max_v2.0	17.0	12673612.0	12675655.0	1.0	hypothetical protein	78	True
KRH66626	GLYMA_03G118600	KRH66626	Glycine_max_v2.0	3.0	32934744.0	32936040.0	-1.0	hypothetical protein	109	True
KRH37031	GLYMA_09G039700	KRH37031	Glycine_max_v2.0	9.0	3315430.0	3315603.0	1.0	hypothetical protein	57	True
KRH62960	GLYMA_04G144700	KRH62960	Glycine_max_v2.0	4.0	26405480.0	26405929.0	1.0	hypothetical protein	149	True
KRG94237	GLYMA_19G070400	KRG94237	Glycine_max_v2.0	19.0	23052040.0	23053542.0	1.0	hypothetical protein	136	True
KRH18769	GLYMA_13G081200	KRH18769	Glycine_max_v2.0	13.0	18891406.0	18891642.0	-1.0	hypothetical protein	78	True
KRH57057	GLYMA_05G036900	KRH57057	Glycine_max_v2.0	5.0	3260922.0	3263195.0	1.0	hypothetical protein	300	True
KRH77524	GLYMA_01G218700	KRH77524	Glycine_max_v2.0	1.0	54857030.0	54858350.0	-1.0	hypothetical protein	90	True
KRG91086	GLYMA_20G132200	KRG91086	Glycine_max_v2.0	20.0	37255899.0	37259792.0	1.0	hypothetical protein	798	True
KRH43552	GLYMA_08G156700	KRH43552	Glycine_max_v2.0	8.0	12111147.0	12111860.0	1.0	hypothetical protein	100	True
KRH31413	GLYMA_11G246700	KRH31413	Glycine_max_v2.0	11.0	33977914.0	33981362.0	-1.0	hypothetical protein	239	True
KRH66813	GLYMA_03G130500	KRH66813	Glycine_max_v2.0	3.0	34531527.0	34531724.0	1.0	hypothetical protein	65	True
KRH75289	GLYMA_01G076000	KRH75289	Glycine_max_v2.0	1.0	17211826.0	17212063.0	1.0	hypothetical protein	71	True
KRH13713	GLYMA_15G258700	KRH13713	Glycine_max_v2.0	15.0	49003658.0	49004008.0	1.0	hypothetical protein	116	True
KRH63079	GLYMA_04G153900	KRH63079	Glycine_max_v2.0	4.0	35242234.0	35243690.0	-1.0	hypothetical protein	115	True
KRH52175	GLYMA_06G051000	KRH52175	Glycine_max_v2.0	6.0	3870569.0	3872706.0	-1.0	hypothetical protein	279	True
KRH13745	GLYMA_15G261400	KRH13745	Glycine_max_v2.0	15.0	49383838.0	49384017.0	1.0	hypothetical protein	59	True
KRH04563	GLYMA_17G170500	KRH04563	Glycine_max_v2.0	17.0	16050960.0	16051169.0	1.0	hypothetical protein	69	True
KRH11965	GLYMA_15G142300	KRH11965	Glycine_max_v2.0	15.0	11624521.0	11625217.0	1.0	hypothetical protein	97	True
KRH03473	GLYMA_17G099700	KRH03473	Glycine_max_v2.0	17.0	7856280.0	7857354.0	-1.0	hypothetical protein	63	True
KRH31584	GLYMA_11G255900	KRH31584	Glycine_max_v2.0	11.0	34581751.0	34581900.0	1.0	hypothetical protein	49	True
KRH34121	GLYMA_10G164400	KRH34121	Glycine_max_v2.0	10.0	39856555.0	39857832.0	1.0	hypothetical protein	66	True
KRH44743	GLYMA_08G228500	KRH44743	Glycine_max_v2.0	8.0	18635408.0	18635736.0	1.0	hypothetical protein	42	True
KRH29754	GLYMA_11G136800	KRH29754	Glycine_max_v2.0	11.0	10391576.0	10391902.0	1.0	hypothetical protein	108	True
KRH37349	GLYMA_09G060800	KRH37349	Glycine_max_v2.0	9.0	5708352.0	5709211.0	-1.0	hypothetical protein	71	True
KRG99328	GLYMA_18G137400	KRG99328	Glycine_max_v2.0	18.0	20198654.0	20199139.0	-1.0	hypothetical protein	82	True
KRH39529	GLYMA_09G203600	KRH39529	Glycine_max_v2.0	9.0	42790884.0	42791522.0	1.0	hypothetical protein	94	True
KRH02762	GLYMA_17G057900	KRH02762	Glycine_max_v2.0	17.0	4389700.0	4390607.0	1.0	hypothetical protein	77	True
KRH45998	GLYMA_08G305800	KRH45998	Glycine_max_v2.0	8.0	42384802.0	42395789.0	1.0	hypothetical protein	65	True
KRH65941	GLYMA_03G071600	KRH65941	Glycine_max_v2.0	3.0	17051677.0	17053604.0	-1.0	hypothetical protein	447	True
KRH30528	GLYMA_11G190500	KRH30528	Glycine_max_v2.0	11.0	26310336.0	26312153.0	-1.0	hypothetical protein	147	True
KRH62411	GLYMA_04G106600	KRH62411	Glycine_max_v2.0	4.0	11197870.0	11199108.0	-1.0	hypothetical protein	76	True
KRH48349	GLYMA_07G083600	KRH48349	Glycine_max_v2.0	7.0	7723951.0	7724611.0	1.0	hypothetical protein	99	True
KRH59259	GLYMA_05G174500	KRH59259	Glycine_max_v2.0	5.0	36340790.0	36341053.0	1.0	hypothetical protein	87	True
KRH13071	GLYMA_15G214100	KRH13071	Glycine_max_v2.0	15.0	34282046.0	34282681.0	1.0	hypothetical protein	85	True
KRG90284	GLYMA_20G079800	KRG90284	Glycine_max_v2.0	20.0	29608329.0	29608900.0	1.0	hypothetical protein	100	True
KRG90313	GLYMA_20G082500	KRG90313	Glycine_max_v2.0	20.0	31129494.0	31131794.0	-1.0	hypothetical protein	104	True
KRH49520	GLYMA_07G160900	KRH49520	Glycine_max_v2.0	7.0	20913281.0	20913496.0	1.0	hypothetical protein	71	True
KRH37457	GLYMA_09G067400	KRH37457	Glycine_max_v2.0	9.0	6731700.0	6734450.0	-1.0	hypothetical protein	711	True
KRH26182	GLYMA_12G157400	KRH26182	Glycine_max_v2.0	12.0	26033696.0	26033970.0	1.0	hypothetical protein	47	True
KRH58518	GLYMA_05G1331002	KRH58518	Glycine_max_v2.0	5.0	32608425.0	32608457.0	1.0	hypothetical protein	11	True
KRH04777	GLYMA_17G186300	KRH04777	Glycine_max_v2.0	17.0	23594217.0	23595526.0	1.0	hypothetical protein	98	True
KRH62153	GLYMA_04G089500	KRH62153	Glycine_max_v2.0	4.0	7814873.0	7815829.0	1.0	hypothetical protein	97	True
KRG95553	GLYMA_19G158000	KRG95553	Glycine_max_v2.0	19.0	41874365.0	41874948.0	1.0	hypothetical protein	69	True
KRG98521	GLYMA_18G078500	KRG98521	Glycine_max_v2.0	18.0	7524559.0	7524834.0	1.0	hypothetical protein	49	True
KRH41823	GLYMA_08G053200	KRH41823	Glycine_max_v2.0	8.0	4118423.0	4119765.0	1.0	hypothetical protein	87	True
KRH70035	GLYMA_02G064000	KRH70035	Glycine_max_v2.0	2.0	5733380.0	5733628.0	-1.0	hypothetical protein	82	True
KRH54918	GLYMA_06G218700	KRH54918	Glycine_max_v2.0	6.0	23808379.0	23808729.0	1.0	hypothetical protein	87	True
KRG99587	GLYMA_18G155800	KRG99587	Glycine_max_v2.0	18.0	33819752.0	33820408.0	-1.0	hypothetical protein	218	True
KRH61447	GLYMA_04G047700	KRH61447	Glycine_max_v2.0	4.0	3839260.0	3840097.0	1.0	hypothetical protein	67	True
KRH21570	GLYMA_13G246100	KRH21570	Glycine_max_v2.0	13.0	35507353.0	35510228.0	1.0	hypothetical protein	476	True
KRH76912	GLYMA_01G180900	KRH76912	Glycine_max_v2.0	1.0	51702118.0	51702648.0	-1.0	hypothetical protein	65	True
KRH77944	GLYMA_01G243500	KRH77944	Glycine_max_v2.0	1.0	56634363.0	56634914.0	-1.0	hypothetical protein	97	True
KRH25370	GLYMA_12G098500	KRH25370	Glycine_max_v2.0	12.0	8478459.0	8478799.0	1.0	hypothetical protein	67	True
KRH39726	GLYMA_09G216500	KRH39726	Glycine_max_v2.0	9.0	43974323.0	43974857.0	-1.0	hypothetical protein	88	True
KRH00761	GLYMA_18G233200	KRH00761	Glycine_max_v2.0	18.0	52174482.0	52174768.0	1.0	hypothetical protein	68	True
KRG90766	GLYMA_20G112500	KRG90766	Glycine_max_v2.0	20.0	35466362.0	35466816.0	-1.0	hypothetical protein	82	True
KRH37739	GLYMA_09G085800	KRH37739	Glycine_max_v2.0	9.0	10564112.0	10564797.0	1.0	hypothetical protein	116	True
KRH35815	GLYMA_10G266700	KRH35815	Glycine_max_v2.0	10.0	49005963.0	49006730.0	1.0	hypothetical protein	90	True
KRH56748	GLYMA_05G017300	KRH56748	Glycine_max_v2.0	5.0	1527216.0	1527446.0	-1.0	hypothetical protein	73	True
KRH50720	GLYMA_07G239300	KRH50720	Glycine_max_v2.0	7.0	42023199.0	42023399.0	1.0	hypothetical protein	66	True
KRG99709	GLYMA_18G165100	KRG99709	Glycine_max_v2.0	18.0	38438553.0	38442264.0	1.0	hypothetical protein	67	True
KRH60000	GLYMA_05G213700	KRH60000	Glycine_max_v2.0	5.0	39505952.0	39506128.0	-1.0	hypothetical protein	58	True
KRH57555	GLYMA_05G068300	KRH57555	Glycine_max_v2.0	5.0	6947669.0	6948284.0	-1.0	hypothetical protein	107	True
KRH76134	GLYMA_01G133600	KRH76134	Glycine_max_v2.0	1.0	45393995.0	45397061.0	-1.0	hypothetical protein	115	True
KRH04231	GLYMA_17G148200	KRH04231	Glycine_max_v2.0	17.0	12215378.0	12261415.0	-1.0	hypothetical protein	1843	True
KRG92927	GLYMA_20G238200	KRG92927	Glycine_max_v2.0	20.0	46993443.0	46993721.0	-1.0	hypothetical protein	92	True
KRH14861	GLYMA_14G0527001	KRH14861	Glycine_max_v2.0	14.0	4167399.0	4167421.0	1.0	hypothetical protein	6	True
KRH14860	GLYMA_14G0527002	KRH14860	Glycine_max_v2.0	14.0	4166206.0	4167124.0	1.0	hypothetical protein	249	True
KRH77396	GLYMA_01G210900	KRH77396	Glycine_max_v2.0	1.0	54233275.0	54234333.0	1.0	hypothetical protein	92	True
KRH01704	GLYMA_18G293400	KRH01704	Glycine_max_v2.0	18.0	57143491.0	57143706.0	-1.0	hypothetical protein	71	True
KRH50866	GLYMA_07G248500	KRH50866	Glycine_max_v2.0	7.0	42685612.0	42685827.0	-1.0	hypothetical protein	71	True
KRG99841	GLYMA_18G174300	KRG99841	Glycine_max_v2.0	18.0	41315237.0	41315484.0	-1.0	hypothetical protein	71	True
KRH46567	GLYMA_08G342700	KRH46567	Glycine_max_v2.0	8.0	45824617.0	45824922.0	-1.0	hypothetical protein	101	True
KRH57676	GLYMA_05G077500	KRH57676	Glycine_max_v2.0	5.0	10089108.0	10089308.0	1.0	hypothetical protein	66	True
KRH42275	GLYMA_08G080800	KRH42275	Glycine_max_v2.0	8.0	6122401.0	6123392.0	-1.0	hypothetical protein	94	True
KRH58059	GLYMA_05G103800	KRH58059	Glycine_max_v2.0	5.0	27658726.0	27659728.0	1.0	hypothetical protein	68	True
KRH30257	GLYMA_11G170800	KRH30257	Glycine_max_v2.0	11.0	18343004.0	18346283.0	1.0	hypothetical protein	113	True
KRH16661	GLYMA_14G168800	KRH16661	Glycine_max_v2.0	14.0	41798531.0	41802357.0	1.0	hypothetical protein	44	True
KRH30217	GLYMA_11G168200	KRH30217	Glycine_max_v2.0	11.0	16990839.0	16992611.0	1.0	hypothetical protein	116	True
KRH58895	GLYMA_05G154800	KRH58895	Glycine_max_v2.0	5.0	34794816.0	34796013.0	1.0	hypothetical protein	95	True
KRG93143	GLYMA_20G250100	KRG93143	Glycine_max_v2.0	20.0	47867084.0	47867363.0	1.0	hypothetical protein	71	True
KRH07306	GLYMA_16G080600	KRH07306	Glycine_max_v2.0	16.0	8576455.0	8577897.0	1.0	hypothetical protein	103	True
KRH75566	GLYMA_01G0931002	KRH75566	Glycine_max_v2.0	1.0	28173576.0	28173601.0	-1.0	hypothetical protein	7	True
KRH18737	GLYMA_13G080000	KRH18737	Glycine_max_v2.0	13.0	18636522.0	18637286.0	1.0	hypothetical protein	93	True
KRH42627	GLYMA_08G101600	KRH42627	Glycine_max_v2.0	8.0	7807556.0	7811413.0	-1.0	hypothetical protein	101	True
KRG97440	GLYMA_18G007800	KRG97440	Glycine_max_v2.0	18.0	572119.0	572855.0	1.0	hypothetical protein	69	True
KRH37189	GLYMA_09G050400	KRH37189	Glycine_max_v2.0	9.0	4378790.0	4379560.0	-1.0	hypothetical protein	150	True
KRH33079	GLYMA_10G097900	KRH33079	Glycine_max_v2.0	10.0	16712846.0	16719554.0	-1.0	hypothetical protein	219	True
KRH19359	GLYMA_13G112800	KRH19359	Glycine_max_v2.0	13.0	22638776.0	22641183.0	1.0	hypothetical protein	73	True
KRH20224	GLYMA_13G163800	KRH20224	Glycine_max_v2.0	13.0	27896301.0	27896661.0	1.0	hypothetical protein	86	True
KRH27618	GLYMA_11G004400	KRH27618	Glycine_max_v2.0	11.0	329586.0	331273.0	-1.0	hypothetical protein	362	True
KRG92496	GLYMA_20G214800	KRG92496	Glycine_max_v2.0	20.0	45061738.0	45062055.0	1.0	hypothetical protein	105	True
KRG90122	GLYMA_20G069400	KRG90122	Glycine_max_v2.0	20.0	24617222.0	24617791.0	-1.0	hypothetical protein	108	True
KRH18215	GLYMA_13G044700	KRH18215	Glycine_max_v2.0	13.0	13826416.0	13826664.0	-1.0	hypothetical protein	82	True
KRH12048	GLYMA_15G147600	KRH12048	Glycine_max_v2.0	15.0	12163143.0	12163403.0	1.0	hypothetical protein	86	True
KRH45985	GLYMA_08G304600	KRH45985	Glycine_max_v2.0	8.0	42285064.0	42286192.0	1.0	hypothetical protein	102	True
KRG91308	GLYMA_20G146700	KRG91308	Glycine_max_v2.0	20.0	38506316.0	38507352.0	-1.0	hypothetical protein	85	True
KRH76573	GLYMA_01G161300	KRH76573	Glycine_max_v2.0	1.0	49950556.0	49950870.0	-1.0	hypothetical protein	104	True
KRG89508	GLYMA_20G027600	KRG89508	Glycine_max_v2.0	20.0	3140261.0	3141669.0	1.0	hypothetical protein	75	True
KRH08585	GLYMA_16G159000	KRH08585	Glycine_max_v2.0	16.0	31888695.0	31889771.0	1.0	hypothetical protein	76	True
KRH68087	GLYMA_03G207600	KRH68087	Glycine_max_v2.0	3.0	41493857.0	41503714.0	-1.0	hypothetical protein	1126	True
KRH44868	GLYMA_08G236500	KRH44868	Glycine_max_v2.0	8.0	20008897.0	20009076.0	1.0	hypothetical protein	59	True
KRG95637	GLYMA_19G162300	KRG95637	Glycine_max_v2.0	19.0	42305596.0	42306410.0	1.0	hypothetical protein	75	True
KRH23596	GLYMA_13G366800	KRH23596	Glycine_max_v2.0	13.0	45245729.0	45250978.0	-1.0	hypothetical protein	399	True
KRH76679	GLYMA_01G167800	KRH76679	Glycine_max_v2.0	1.0	50531295.0	50531510.0	1.0	hypothetical protein	71	True
KRH02903	GLYMA_17G065900	KRH02903	Glycine_max_v2.0	17.0	5090357.0	5090481.0	-1.0	hypothetical protein	41	True
KRH12171	GLYMA_15G156800	KRH12171	Glycine_max_v2.0	15.0	13134840.0	13135019.0	-1.0	hypothetical protein	59	True
KRH40461	GLYMA_09G259900	KRH40461	Glycine_max_v2.0	9.0	47836589.0	47836884.0	-1.0	hypothetical protein	77	True
KRH69209	GLYMA_02G011700	KRH69209	Glycine_max_v2.0	2.0	1079015.0	1079432.0	-1.0	hypothetical protein	94	True
KRH36534	GLYMA_09G009600	KRH36534	Glycine_max_v2.0	9.0	759257.0	761760.0	1.0	hypothetical protein	110	True
